date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,storage_percentage
25-03-2024,Papanasam,143,5500,84.34,1469,1283,1064,87.95,1632,26.71
25-03-2024,Vaigai,71,6091,21.42,305,911,544,21.42,305,5.01
26-03-2024,Amaravathi,90,4047,44.76,706,1056,696,45.14,721,17.45
26-03-2024,Bhavanisagar,105,32800,58.05,7454,88,94,55.71,6727,22.73
26-03-2024,Manimuthar,118,5511,74.34,1736,340,342,76.24,1849,31.5
26-03-2024,Mettur,120,93470,93.85,50553,1120,1127,96.72,54512,54.08
26-03-2024,Papanasam,143,5500,83.61,1438,15,9,79.34,1261,26.15
26-03-2024,Vaigai,71,6091,21.42,305,16,10,22.07,328,5.01
27-03-2024,Amaravathi,90,4047,43.04,640,1707,1340,45.25,726,15.81
27-03-2024,Bhavanisagar,105,32800,55.25,6588,793,513,56.67,7018,20.09
27-03-2024,Manimuthar,118,5511,70.86,1540,80,69,67.45,1361,27.94
27-03-2024,Mettur,120,93470,94.07,50851,747,432,88.55,43720,54.4
27-03-2024,Papanasam,143,5500,83.36,1427,443,458,83.03,1413,25.95
27-03-2024,Vaigai,71,6091,21.42,305,670,649,22.04,327,5.01
28-03-2024,Amaravathi,90,4047,43.57,660,366,388,43.21,647,16.31
28-03-2024,Bhavanisagar,105,32800,58.1,7470,724,749,55.04,6525,22.77
28-03-2024,Manimuthar,118,5511,72.19,1613,144,125,72.74,1644,29.27
28-03-2024,Mettur,120,93470,93.56,50171,1210,954,89.11,44411,53.68
28-03-2024,Papanasam,143,5500,81.95,1368,315,326,81.22,1337,24.87
28-03-2024,Vaigai,71,6091,21.42,305,785,471,22.6,348,5.01
29-03-2024,Amaravathi,90,4047,44.4,692,588,451,44.75,705,17.1
29-03-2024,Bhavanisagar,105,32800,58.58,7626,305,197,61.87,8743,23.25
29-03-2024,Manimuthar,118,5511,72.47,1629,147,160,71.78,1591,29.56
29-03-2024,Mettur,120,93470,94.55,51511,101,92,93.76,50434,55.11
29-03-2024,Papanasam,143,5500,84.26,1466,1185,760,88.63,1663,26.65
29-03-2024,Vaigai,71,6091,21.42,305,508,271,22.5,345,5.01
30-03-2024,Amaravathi,90,4047,42.78,630,1624,1245,43.23,647,15.57
30-03-2024,Bhavanisagar,105,32800,59.01,7765,877,550,57.11,7157,23.67
30-03-2024,Manimuthar,118,5511,73.84,1707,644,688,73.34,1678,30.97
30-03-2024,Mettur,120,93470,93.1,49553,50,42,90.46,46119,53.01
30-03-2024,Papanasam,143,5500,85.3,1511,71,56,89.26,1693,27.47
30-03-2024,Vaigai,71,6091,21.42,305,566,566,21.42,305,5.01
31-03-2024,Amaravathi,90,4047,43.32,651,113,56,41.97,601,16.09
31-03-2024,Bhavanisagar,105,32800,56.42,6942,251,187,54.58,6388,21.16
31-03-2024,Manimuthar,118,5511,73.42,1683,435,348,75.13,1783,30.54
31-03-2024,Mettur,120,93470,90.3,45918,1213,832,89.82,45301,49.13
31-03-2024,Papanasam,143,5500,83.48,1432,1592,840,81.48,1348,26.04
31-03-2024,Vaigai,71,6091,21.42,305,237,185,21.42,305,5.01
01-04-2024,Amaravathi,90,4047,38.83,495,1437,903,37.42,451,12.23
01-04-2024,Bhavanisagar,105,32800,51.99,5658,247,124,53.1,5964,17.25
01-04-2024,Manimuthar,118,5511,68.38,1409,17,12,68.47,1413,25.57
01-04-2024,Mettur,120,93470,83.74,38021,549,370,85.66,40245,40.68
01-04-2024,Papanasam,143,5500,72.67,1013,785,479,71.32,966,18.42
01-04-2024,Vaigai,71,6091,21.42,305,191,95,21.98,325,5.01
02-04-2024,Amaravathi,90,4047,39.75,525,120,61,41.02,568,12.97
02-04-2024,Bhavanisagar,105,32800,52.44,5782,1047,615,50.23,5192,17.63
02-04-2024,Manimuthar,118,5511,66.1,1294,560,372,65.52,1266,23.48
02-04-2024,Mettur,120,93470,79,32868,1180,1142,74.44,28329,35.16
02-04-2024,Papanasam,143,5500,74.82,1089,653,515,76.92,1167,19.8
02-04-2024,Vaigai,71,6091,21.42,305,1076,793,21.59,310,5.01
03-04-2024,Amaravathi,90,4047,39.75,525,125,83,39.63,521,12.97
03-04-2024,Bhavanisagar,105,32800,52.81,5883,27,23,51.57,5546,17.94
03-04-2024,Manimuthar,118,5511,70.1,1499,891,839,68.75,1428,27.2
03-04-2024,Mettur,120,93470,82.54,36676,166,181,78.88,32743,39.24
03-04-2024,Papanasam,143,5500,73.27,1033,321,166,69.95,921,18.78
03-04-2024,Vaigai,71,6091,21.42,305,7,5,21.79,318,5.01
04-04-2024,Amaravathi,90,4047,40.42,547,1851,1200,41.52,585,13.52
04-04-2024,Bhavanisagar,105,32800,53.83,6172,276,265,55.78,6748,18.82
04-04-2024,Manimuthar,118,5511,66.43,1310,4503,4544,64.47,1216,23.77
04-04-2024,Mettur,120,93470,84.66,39079,414,360,86.68,41452,41.81
04-04-2024,Papanasam,143,5500,76.76,1161,231,162,80.32,1300,21.11
04-04-2024,Vaigai,71,6091,21.42,305,1502,1094,22.09,329,5.01
05-04-2024,Amaravathi,90,4047,37.5,454,365,198,38.81,494,11.22
05-04-2024,Bhavanisagar,105,32800,52.9,5909,312,300,52.8,5880,18.02
05-04-2024,Manimuthar,118,5511,65.63,1271,361,364,67.77,1378,23.06
05-04-2024,Mettur,120,93470,84.27,38626,237,192,79.93,33850,41.32
05-04-2024,Papanasam,143,5500,72.29,999,238,164,70.76,947,18.16
05-04-2024,Vaigai,71,6091,21.42,305,304,210,22.38,340,5.01
06-04-2024,Amaravathi,90,4047,38.88,496,167,156,36.78,432,12.26
06-04-2024,Bhavanisagar,105,32800,51.93,5641,1366,1427,49.25,4943,17.2
06-04-2024,Manimuthar,118,5511,64.92,1237,1143,758,65.64,1272,22.45
06-04-2024,Mettur,120,93470,84.83,39274,259,134,80.37,34308,42.02
06-04-2024,Papanasam,143,5500,76.36,1146,670,548,75.3,1107,20.84
06-04-2024,Vaigai,71,6091,21.42,305,30,17,21.42,305,5.01
07-04-2024,Amaravathi,90,4047,39.61,520,2062,1622,40.67,556,12.85
07-04-2024,Bhavanisagar,105,32800,51.25,5459,981,990,49.93,5114,16.64
07-04-2024,Manimuthar,118,5511,65.66,1273,691,404,66.97,1337,23.1
07-04-2024,Mettur,120,93470,82.46,36586,502,458,85.36,39885,39.14
07-04-2024,Papanasam,143,5500,74.65,1083,923,523,76.62,1156,19.69
07-04-2024,Vaigai,71,6091,21.42,305,2,1,21.42,305,5.01
08-04-2024,Amaravathi,90,4047,39.65,521,277,169,39.38,512,12.87
08-04-2024,Bhavanisagar,105,32800,52.92,5914,1825,967,50.62,5293,18.03
08-04-2024,Manimuthar,118,5511,66.14,1296,626,617,63.18,1156,23.52
08-04-2024,Mettur,120,93470,84.13,38469,133,79,79.99,33905,41.16
08-04-2024,Papanasam,143,5500,74.82,1089,292,158,77.56,1191,19.8
08-04-2024,Vaigai,71,6091,21.42,305,587,532,21.42,305,5.01
09-04-2024,Amaravathi,90,4047,39.64,521,590,485,40.4,546,12.87
09-04-2024,Bhavanisagar,105,32800,55.28,6596,621,316,58.21,7507,20.11
09-04-2024,Manimuthar,118,5511,67.5,1364,651,490,69.33,1458,24.75
09-04-2024,Mettur,120,93470,87.85,42861,19,20,82.92,37100,45.86
09-04-2024,Papanasam,143,5500,72.21,997,1350,711,69.55,907,18.13
09-04-2024,Vaigai,71,6091,21.42,305,1107,1031,22.25,335,5.01
10-04-2024,Amaravathi,90,4047,38.54,485,74,61,37.53,454,11.98
10-04-2024,Bhavanisagar,105,32800,53.71,6139,27,15,50.43,5244,18.72
10-04-2024,Manimuthar,118,5511,67.81,1380,772,678,70.16,1502,25.04
10-04-2024,Mettur,120,93470,86.82,41620,467,432,90.57,46252,44.53
10-04-2024,Papanasam,143,5500,76.15,1138,836,773,74.19,1066,20.69
10-04-2024,Vaigai,71,6091,21.42,305,134,138,21.42,305,5.01
11-04-2024,Amaravathi,90,4047,38.5,484,6,3,39.31,510,11.96
11-04-2024,Bhavanisagar,105,32800,53.09,5964,657,652,49.85,5093,18.18
11-04-2024,Manimuthar,118,5511,64.85,1234,491,323,63.94,1191,22.39
11-04-2024,Mettur,120,93470,86.76,41543,248,245,82.21,36310,44.45
11-04-2024,Papanasam,143,5500,73.23,1032,435,455,69.04,891,18.76
11-04-2024,Vaigai,71,6091,21.42,305,157,102,21.42,305,5.01
12-04-2024,Amaravathi,90,4047,38.78,493,157,126,40.53,551,12.18
12-04-2024,Bhavanisagar,105,32800,52.26,5732,468,363,52.25,5730,17.48
12-04-2024,Manimuthar,118,5511,66.47,1312,10,7,68.87,1434,23.81
12-04-2024,Mettur,120,93470,86.19,40863,1351,1119,89.38,44753,43.72
12-04-2024,Papanasam,143,5500,74.03,1061,870,733,73.36,1037,19.29
12-04-2024,Vaigai,71,6091,21.42,305,1368,806,22.24,334,5.01
13-04-2024,Amaravathi,90,4047,38.52,485,279,215,36.98,438,11.98
13-04-2024,Bhavanisagar,105,32800,52.4,5770,419,401,52.3,5744,17.59
13-04-2024,Manimuthar,118,5511,66.27,1302,380,256,66.09,1294,23.63
13-04-2024,Mettur,120,93470,89.28,44627,448,420,84.62,39026,47.74
13-04-2024,Papanasam,143,5500,74.19,1066,1464,1319,73.63,1046,19.38
13-04-2024,Vaigai,71,6091,21.42,305,1517,1147,21.42,305,5.01
14-04-2024,Amaravathi,90,4047,41.07,569,603,433,42.75,629,14.06
14-04-2024,Bhavanisagar,105,32800,51.42,5504,97,86,49.33,4963,16.78
14-04-2024,Manimuthar,118,5511,66.76,1327,311,329,62.92,1144,24.08
14-04-2024,Mettur,120,93470,83.19,37402,37,23,79.68,33582,40.01
14-04-2024,Papanasam,143,5500,74.45,1076,510,483,76.83,1164,19.56
14-04-2024,Vaigai,71,6091,21.42,305,972,794,21.89,321,5.01
15-04-2024,Amaravathi,90,4047,40.07,535,271,169,41.37,580,13.22
15-04-2024,Bhavanisagar,105,32800,52.51,5800,102,109,52.62,5832,17.68
15-04-2024,Manimuthar,118,5511,68.21,1400,1920,1164,68.47,1413,25.4
15-04-2024,Mettur,120,93470,84.04,38366,2234,1568,80.74,34707,41.05
15-04-2024,Papanasam,143,5500,74.99,1095,208,183,74.22,1068,19.91
15-04-2024,Vaigai,71,6091,21.42,305,1117,689,22.49,344,5.01
16-04-2024,Amaravathi,90,4047,40.88,563,399,253,39.34,511,13.91
16-04-2024,Bhavanisagar,105,32800,53.41,6053,45,39,51.79,5605,18.45
16-04-2024,Manimuthar,118,5511,67.51,1364,26,20,64.36,1211,24.75
16-04-2024,Mettur,120,93470,85.72,40312,935,837,85.7,40290,43.13
16-04-2024,Papanasam,143,5500,76.82,1163,541,406,73.51,1042,21.15
16-04-2024,Vaigai,71,6091,21.42,305,173,162,21.42,305,5.01
17-04-2024,Amaravathi,90,4047,39.94,531,156,127,39.71,523,13.12
17-04-2024,Bhavanisagar,105,32800,52.82,5887,2316,1855,52.53,5807,17.95
17-04-2024,Manimuthar,118,5511,71.65,1583,2137,1908,69.79,1483,28.72
17-04-2024,Mettur,120,93470,88.55,43718,155,170,93.39,49946,46.77
17-04-2024,Papanasam,143,5500,78.99,1247,963,766,75.71,1122,22.67
17-04-2024,Vaigai,71,6091,21.42,305,826,688,22.37,340,5.01
18-04-2024,Amaravathi,90,4047,38.83,495,519,532,40.49,549,12.23
18-04-2024,Bhavanisagar,105,32800,52.79,5878,840,486,53.08,5960,17.92
18-04-2024,Manimuthar,118,5511,69.89,1488,165,95,71.99,1602,27
18-04-2024,Mettur,120,93470,85.75,40344,630,390,87.57,42525,43.16
18-04-2024,Papanasam,143,5500,74.64,1083,321,311,73.85,1054,19.69
18-04-2024,Vaigai,71,6091,21.42,305,220,201,22.06,328,5.01
19-04-2024,Amaravathi,90,4047,39.11,504,333,287,39.38,512,12.45
19-04-2024,Bhavanisagar,105,32800,50.88,5360,324,327,52.98,5933,16.34
19-04-2024,Manimuthar,118,5511,68.3,1405,25,23,69.45,1464,25.49
19-04-2024,Mettur,120,93470,84.19,38531,1216,1138,86.59,41336,41.22
19-04-2024,Papanasam,143,5500,75.41,1111,165,161,71.49,972,20.2
19-04-2024,Vaigai,71,6091,21.42,305,395,281,21.42,305,5.01
20-04-2024,Amaravathi,90,4047,39.41,514,632,374,40.1,536,12.7
20-04-2024,Bhavanisagar,105,32800,52.24,5727,62,34,50.72,5319,17.46
20-04-2024,Manimuthar,118,5511,69.43,1463,1992,1697,67.76,1377,26.55
20-04-2024,Mettur,120,93470,80.86,34842,332,234,79.6,33494,37.28
20-04-2024,Papanasam,143,5500,79,1248,446,278,74.72,1086,22.69
20-04-2024,Vaigai,71,6091,21.42,305,695,437,21.95,324,5.01
21-04-2024,Amaravathi,90,4047,40.04,534,248,229,37.77,462,13.19
21-04-2024,Bhavanisagar,105,32800,51.35,5487,585,417,53.09,5962,16.73
21-04-2024,Manimuthar,118,5511,64.63,1224,770,711,62.25,1114,22.21
21-04-2024,Mettur,120,93470,85.28,39790,346,323,85.14,39631,42.57
21-04-2024,Papanasam,143,5500,73.9,1056,736,696,75.88,1128,19.2
21-04-2024,Vaigai,71,6091,21.42,305,567,306,22.33,338,5.01
22-04-2024,Amaravathi,90,4047,38.67,490,314,289,37.37,450,12.11
22-04-2024,Bhavanisagar,105,32800,52.51,5802,159,140,50.8,5342,17.69
22-04-2024,Manimuthar,118,5511,65.97,1288,103,56,69.11,1447,23.37
22-04-2024,Mettur,120,93470,87.09,41940,1240,1290,86.27,40955,44.87
22-04-2024,Papanasam,143,5500,83.56,1435,316,277,84.32,1468,26.09
22-04-2024,Vaigai,71,6091,21.42,305,201,174,22.6,348,5.01
23-04-2024,Amaravathi,90,4047,40,533,531,378,39.92,530,13.17
23-04-2024,Bhavanisagar,105,32800,53.03,5945,81,82,53.62,6111,18.12
23-04-2024,Manimuthar,118,5511,65.45,1263,197,147,67.1,1344,22.92
23-04-2024,Mettur,120,93470,86.23,40908,1460,914,87.48,42417,43.77
23-04-2024,Papanasam,143,5500,78.82,1240,1765,1086,82.52,1391,22.55
23-04-2024,Vaigai,71,6091,21.42,305,353,189,22.17,332,5.01
24-04-2024,Amaravathi,90,4047,40.69,556,545,426,41.64,589,13.74
24-04-2024,Bhavanisagar,105,32800,52.63,5835,81,61,50.42,5242,17.79
24-04-2024,Manimuthar,118,5511,64.53,1219,1226,747,65.95,1287,22.12
24-04-2024,Mettur,120,93470,81.09,35083,599,562,77.38,31206,37.53
24-04-2024,Papanasam,143,5500,72.2,996,32,21,70.33,933,18.11
24-04-2024,Vaigai,71,6091,21.42,305,21,19,21.42,305,5.01
25-04-2024,Amaravathi,90,4047,37.96,468,144,72,37.04,440,11.56
25-04-2024,Bhavanisagar,105,32800,53.51,6080,67,53,55.47,6654,18.54
25-04-2024,Manimuthar,118,5511,64.54,1219,27,24,66.3,1304,22.12
25-04-2024,Mettur,120,93470,85.88,40495,118,75,90.54,46221,43.32
25-04-2024,Papanasam,143,5500,73.33,1036,1284,1280,74.65,1083,18.84
25-04-2024,Vaigai,71,6091,21.42,305,433,371,21.42,305,5.01
26-04-2024,Amaravathi,90,4047,39.12,504,829,809,37.69,459,12.45
26-04-2024,Bhavanisagar,105,32800,53.19,5992,1650,1333,55.96,6801,18.27
26-04-2024,Manimuthar,118,5511,66.81,1329,370,335,67.12,1345,24.12
26-04-2024,Mettur,120,93470,85.36,39885,119,120,85.28,39792,42.67
26-04-2024,Papanasam,143,5500,75.91,1129,367,388,78.84,1241,20.53
26-04-2024,Vaigai,71,6091,21.42,305,250,195,21.42,305,5.01
27-04-2024,Amaravathi,90,4047,39.45,515,1493,1379,40.48,549,12.73
27-04-2024,Bhavanisagar,105,32800,48.72,4810,1131,900,48.55,4769,14.66
27-04-2024,Manimuthar,118,5511,68.92,1437,657,407,66.97,1337,26.08
27-04-2024,Mettur,120,93470,85.99,40624,353,285,84.51,38909,43.46
27-04-2024,Papanasam,143,5500,78.95,1246,502,428,77.32,1182,22.65
27-04-2024,Vaigai,71,6091,21.42,305,501,322,22.63,349,5.01
28-04-2024,Amaravathi,90,4047,40.05,535,53,33,37.58,456,13.22
28-04-2024,Bhavanisagar,105,32800,53.18,5987,404,407,55.23,6583,18.25
28-04-2024,Manimuthar,118,5511,69.65,1475,347,266,71.89,1597,26.76
28-04-2024,Mettur,120,93470,83.93,38235,539,322,82.82,36985,40.91
28-04-2024,Papanasam,143,5500,75.25,1105,372,203,73.95,1058,20.09
28-04-2024,Vaigai,71,6091,21.42,305,416,256,21.42,305,5.01
29-04-2024,Amaravathi,90,4047,38.45,483,926,651,39.89,529,11.93
29-04-2024,Bhavanisagar,105,32800,49.67,5048,406,342,48.07,4652,15.39
29-04-2024,Manimuthar,118,5511,64.8,1232,173,108,66.56,1317,22.36
29-04-2024,Mettur,120,93470,81.76,35820,890,514,86.19,40868,38.32
29-04-2024,Papanasam,143,5500,75.68,1121,1979,1649,76.64,1156,20.38
29-04-2024,Vaigai,71,6091,21.42,305,111,109,21.42,305,5.01
30-04-2024,Amaravathi,90,4047,40.77,559,84,50,39.98,532,13.81
30-04-2024,Bhavanisagar,105,32800,50.72,5319,947,749,49.69,5054,16.22
30-04-2024,Manimuthar,118,5511,65.97,1288,381,352,65.3,1256,23.37
30-04-2024,Mettur,120,93470,87.34,42237,362,232,82.68,36833,45.19
30-04-2024,Papanasam,143,5500,75.44,1112,123,112,71.39,969,20.22
30-04-2024,Vaigai,71,6091,21.42,305,208,207,21.77,317,5.01
01-05-2024,Amaravathi,90,4047,36.38,421,807,450,35.72,402,10.4
01-05-2024,Bhavanisagar,105,32800,50.3,5210,1669,1140,48.24,4692,15.88
01-05-2024,Manimuthar,118,5511,66.45,1311,397,421,69.02,1442,23.79
01-05-2024,Mettur,120,93470,82.64,36791,230,229,81.95,36028,39.36
01-05-2024,Papanasam,143,5500,75.18,1102,208,110,78.09,1212,20.04
01-05-2024,Vaigai,71,6091,21.42,305,756,757,21.42,305,5.01
02-05-2024,Amaravathi,90,4047,37.19,444,1016,548,39.09,503,10.97
02-05-2024,Bhavanisagar,105,32800,50.1,5159,345,236,47.18,4439,15.73
02-05-2024,Manimuthar,118,5511,65.63,1271,2688,2348,67.78,1378,23.06
02-05-2024,Mettur,120,93470,79.35,33237,160,139,81.29,35298,35.56
02-05-2024,Papanasam,143,5500,70.58,941,208,111,66.83,821,17.11
02-05-2024,Vaigai,71,6091,21.42,305,837,726,21.42,305,5.01
03-05-2024,Amaravathi,90,4047,37.39,450,838,718,38.03,470,11.12
03-05-2024,Bhavanisagar,105,32800,51.38,5495,449,320,51.06,5408,16.75
03-05-2024,Manimuthar,118,5511,61.7,1089,245,253,58.27,944,19.76
03-05-2024,Mettur,120,93470,81.63,35679,20,18,83.22,37432,38.17
03-05-2024,Papanasam,143,5500,71.68,979,833,577,74.24,1068,17.8
03-05-2024,Vaigai,71,6091,21.42,305,745,616,22.54,346,5.01
04-05-2024,Amaravathi,90,4047,36.74,431,793,452,38.17,474,10.65
04-05-2024,Bhavanisagar,105,32800,47.74,4571,1885,1369,46.32,4239,13.94
04-05-2024,Manimuthar,118,5511,65.45,1263,501,362,64.55,1220,22.92
04-05-2024,Mettur,120,93470,81.63,35677,360,362,84.55,38949,38.17
04-05-2024,Papanasam,143,5500,72.04,991,106,84,73.64,1047,18.02
04-05-2024,Vaigai,71,6091,21.42,305,113,97,21.42,305,5.01
05-05-2024,Amaravathi,90,4047,39.06,502,1234,1135,37.63,457,12.4
05-05-2024,Bhavanisagar,105,32800,50.3,5211,798,497,51.54,5538,15.89
05-05-2024,Manimuthar,118,5511,61.95,1101,361,268,60.85,1052,19.98
05-05-2024,Mettur,120,93470,84.84,39283,129,73,82.44,36569,42.03
05-05-2024,Papanasam,143,5500,75.49,1114,1449,923,75.43,1111,20.25
05-05-2024,Vaigai,71,6091,21.42,305,717,709,22.3,337,5.01
06-05-2024,Amaravathi,90,4047,40.17,539,314,250,37.93,467,13.32
06-05-2024,Bhavanisagar,105,32800,48.29,4705,11,8,49.85,5094,14.34
06-05-2024,Manimuthar,118,5511,66.12,1295,60,49,64.52,1218,23.5
06-05-2024,Mettur,120,93470,83.02,37214,32,26,87.21,42088,39.81
06-05-2024,Papanasam,143,5500,76.59,1155,1206,659,72.34,1001,21
06-05-2024,Vaigai,71,6091,21.42,305,45,31,21.89,322,5.01
07-05-2024,Amaravathi,90,4047,38.44,482,14,14,40.01,533,11.91
07-05-2024,Bhavanisagar,105,32800,51.76,5597,128,120,48.86,4846,17.06
07-05-2024,Manimuthar,118,5511,62.47,1124,315,167,66.01,1290,20.4
07-05-2024,Mettur,120,93470,84.16,38505,212,170,79.33,33209,41.2
07-05-2024,Papanasam,143,5500,74.54,1079,168,103,74.17,1066,19.62
07-05-2024,Vaigai,71,6091,21.42,305,450,335,21.42,305,5.01
08-05-2024,Amaravathi,90,4047,40.4,546,416,265,38.5,484,13.49
08-05-2024,Bhavanisagar,105,32800,47.79,4584,1071,662,49.87,5099,13.98
08-05-2024,Manimuthar,118,5511,66.95,1336,396,203,67.28,1353,24.24
08-05-2024,Mettur,120,93470,82.27,36379,89,97,86.68,41455,38.92
08-05-2024,Papanasam,143,5500,70.44,937,532,345,68.73,881,17.04
08-05-2024,Vaigai,71,6091,21.42,305,929,691,21.42,305,5.01
09-05-2024,Amaravathi,90,4047,36.87,435,395,426,37.2,445,10.75
09-05-2024,Bhavanisagar,105,32800,52.55,5811,215,224,50.11,5160,17.72
09-05-2024,Manimuthar,118,5511,65.53,1267,675,393,66.76,1327,22.99
09-05-2024,Mettur,120,93470,84.58,38985,339,274,84.47,38854,41.71
09-05-2024,Papanasam,143,5500,74.37,1073,628,608,73.17,1030,19.51
09-05-2024,Vaigai,71,6091,21.42,305,253,268,21.83,319,5.01
10-05-2024,Amaravathi,90,4047,37.55,455,1235,1099,37.43,452,11.24
10-05-2024,Bhavanisagar,105,32800,49.4,4979,110,87,46.82,4354,15.18
10-05-2024,Manimuthar,118,5511,65.76,1278,814,686,68.75,1428,23.19
10-05-2024,Mettur,120,93470,83.27,37495,615,359,78.36,32208,40.11
10-05-2024,Papanasam,143,5500,73.51,1042,177,136,76.15,1138,18.95
10-05-2024,Vaigai,71,6091,21.42,305,1041,998,21.42,305,5.01
11-05-2024,Amaravathi,90,4047,38.27,477,1136,766,36.5,424,11.79
11-05-2024,Bhavanisagar,105,32800,50.6,5287,1437,1188,49.17,4921,16.12
11-05-2024,Manimuthar,118,5511,63.13,1154,1140,997,59.17,981,20.94
11-05-2024,Mettur,120,93470,85.01,39486,126,113,89.62,45053,42.24
11-05-2024,Papanasam,143,5500,75.64,1119,2514,1365,71.33,967,20.35
11-05-2024,Vaigai,71,6091,21.42,305,193,186,22.4,341,5.01
12-05-2024,Amaravathi,90,4047,39.62,520,1082,922,41.41,581,12.85
12-05-2024,Bhavanisagar,105,32800,51.03,5402,678,607,53.91,6195,16.47
12-05-2024,Manimuthar,118,5511,63.37,1165,243,246,59.61,1000,21.14
12-05-2024,Mettur,120,93470,79.96,33872,55,49,79.41,33300,36.24
12-05-2024,Papanasam,143,5500,72.9,1021,90,65,69.56,908,18.56
12-05-2024,Vaigai,71,6091,21.42,305,721,561,21.42,305,5.01
13-05-2024,Amaravathi,90,4047,35.65,400,550,536,34.69,373,9.88
13-05-2024,Bhavanisagar,105,32800,51.92,5640,29,16,48.68,4801,17.2
13-05-2024,Manimuthar,118,5511,69.79,1482,225,145,72.36,1623,26.89
13-05-2024,Mettur,120,93470,82.01,36092,660,661,86.22,40906,38.61
13-05-2024,Papanasam,143,5500,71.15,960,1501,1353,74.54,1079,17.45
13-05-2024,Vaigai,71,6091,21.42,305,349,302,21.42,305,5.01
14-05-2024,Amaravathi,90,4047,38.39,481,455,420,36.65,428,11.89
14-05-2024,Bhavanisagar,105,32800,48.92,4860,4214,4135,50.56,5278,14.82
14-05-2024,Manimuthar,118,5511,66.68,1323,62,49,67.75,1376,24.01
14-05-2024,Mettur,120,93470,82.97,37158,643,513,84.13,38472,39.75
14-05-2024,Papanasam,143,5500,72.02,990,2008,1602,69.66,911,18
14-05-2024,Vaigai,71,6091,21.42,305,2563,1841,22.29,336,5.01
15-05-2024,Amaravathi,90,4047,38.82,494,1672,1176,36.92,436,12.21
15-05-2024,Bhavanisagar,105,32800,47.8,4585,91,61,47.08,4415,13.98
15-05-2024,Manimuthar,118,5511,64.99,1241,482,455,62.87,1142,22.52
15-05-2024,Mettur,120,93470,82.93,37115,17,17,84.79,39226,39.71
15-05-2024,Papanasam,143,5500,71.97,988,690,361,67.93,855,17.96
15-05-2024,Vaigai,71,6091,21.42,305,894,827,21.49,307,5.01
16-05-2024,Amaravathi,90,4047,39.67,522,395,217,41.82,596,12.9
16-05-2024,Bhavanisagar,105,32800,50.82,5346,790,650,48.14,4668,16.3
16-05-2024,Manimuthar,118,5511,63.08,1152,194,163,66.59,1318,20.9
16-05-2024,Mettur,120,93470,84.88,39336,632,397,86.48,41211,42.08
16-05-2024,Papanasam,143,5500,71.84,984,524,463,73.24,1033,17.89
16-05-2024,Vaigai,71,6091,21.42,305,404,223,21.82,319,5.01
17-05-2024,Amaravathi,90,4047,35.77,403,38,33,36.13,413,9.96
17-05-2024,Bhavanisagar,105,32800,51.66,5570,568,557,51.46,5514,16.98
17-05-2024,Manimuthar,118,5511,66.42,1310,52,35,62.74,1136,23.77
17-05-2024,Mettur,120,93470,86.18,40859,63,56,91.13,46981,43.71
17-05-2024,Papanasam,143,5500,75.63,1119,427,240,78.25,1218,20.35
17-05-2024,Vaigai,71,6091,21.42,305,187,166,21.51,308,5.01
18-05-2024,Amaravathi,90,4047,38.84,495,184,192,37.91,466,12.23
18-05-2024,Bhavanisagar,105,32800,50.48,5257,251,141,52.68,5849,16.03
18-05-2024,Manimuthar,118,5511,65.9,1285,260,283,62.66,1133,23.32
18-05-2024,Mettur,120,93470,79.69,33594,27,29,78.79,32656,35.94
18-05-2024,Papanasam,143,5500,72.17,995,1713,918,71.22,963,18.09
18-05-2024,Vaigai,71,6091,21.42,305,508,380,21.42,305,5.01
19-05-2024,Amaravathi,90,4047,40.34,544,59,62,39.73,524,13.44
19-05-2024,Bhavanisagar,105,32800,49.86,5097,402,318,50.6,5289,15.54
19-05-2024,Manimuthar,118,5511,64.66,1225,698,431,61.68,1089,22.23
19-05-2024,Mettur,120,93470,83.21,37430,468,441,86.87,41680,40.04
19-05-2024,Papanasam,143,5500,70.69,945,1132,758,73.03,1025,17.18
19-05-2024,Vaigai,71,6091,21.42,305,577,372,21.42,305,5.01
20-05-2024,Amaravathi,90,4047,35.91,407,47,34,36.34,419,10.06
20-05-2024,Bhavanisagar,105,32800,51.37,5492,1636,1387,51.62,5558,16.74
20-05-2024,Manimuthar,118,5511,64.93,1238,230,221,61.75,1092,22.46
20-05-2024,Mettur,120,93470,83.45,37693,289,201,85.1,39588,40.33
20-05-2024,Papanasam,143,5500,73.13,1029,622,534,70.35,934,18.71
20-05-2024,Vaigai,71,6091,21.42,305,926,735,21.42,305,5.01
21-05-2024,Amaravathi,90,4047,40.41,547,31,20,41.92,599,13.52
21-05-2024,Bhavanisagar,105,32800,51.92,5641,81,81,49.7,5056,17.2
21-05-2024,Manimuthar,118,5511,65.05,1244,712,634,62.18,1111,22.57
21-05-2024,Mettur,120,93470,83.85,38151,895,681,86.96,41789,40.82
21-05-2024,Papanasam,143,5500,71.67,978,1002,721,73.81,1053,17.78
21-05-2024,Vaigai,71,6091,21.42,305,1405,1458,22.46,343,5.01
22-05-2024,Amaravathi,90,4047,38.52,485,46,46,36.56,426,11.98
22-05-2024,Bhavanisagar,105,32800,52.03,5670,200,129,51.23,5453,17.29
